topic,category,question,answer,keywords,timestamp
Academic Fine for Delay,Academic,كم الغرامة إذا تأخرت في تجديد الفيزا؟,على حسب مدة التأخير. عادة ما تكون الغرامة 50 رنجت.,"['غرامة تأخير', 'تجديد فيزا']",2024-08-08
دور القوى الكهربائية في الطاقة النظيفة,Academic,ما هو عنوان المحاضرة القادمة حول الاستدامة البيئية؟,عنوان المحاضرة هو 'دور القوى الكهربائية في الطاقة النظيفة'.,"['استدامة', 'قوى كهربائية', 'طاقة نظيفة', 'محاضرة']",2024-08-11
اختبار تحديد المستوى للغة الإنجليزية في جامعة UTM,Academic,هل جامعة UTM تقدم اختبار تحديد المستوى للغة الإنجليزية؟,نعم، يوجد اختبار يسمى 'لانكويزس' تعتمده الجامعة ويمكن أن تختبره داخل الجامعة.,"['اختبار تحديد المستوى', 'لغة إنجليزية', 'جامعة UTM']",2024-08-13
تكاليف التأشيرة السياحية لليمنيين في ماليزيا,Visa/Immigration,كم تكلف التأشيرة السياحية لليمنيين في ماليزيا؟,لا توجد أي رسوم للتأشيرة السياحية لليمنيين.,"['تأشيرة سياحية', 'رسوم', 'يمنيين', 'ماليزيا']",2024-08-15
إجراءات فتح حساب في Maybank,Other,هل في رسوم لمن أرد أن يفتح حساب في Maybank أو تأمين؟,فتحت حساب قبل سمستر وما كانوا يحتاجوا إلا ورقة من الجامعة والايفال.,"['فتح حساب', 'Maybank', 'تأمين']",2024-08-12
اختبار اللغة في معهد ELS,Academic,إذا تجاوزت مستوى ELS، هل يلزمني اختبار تحديد المستوى من الجامعة؟,لا، إذا كنت قد اجتزت مستوى ELS، فلن تحتاج لاختبار تحديد المستوى من الجامعة.,"['اختبار ELS', 'تحديد مستوى', 'جامعة']",2024-08-13
التسجيل في معهد للغة الإنجليزية,Academic,ما هو أفضل معهد لدراسة اللغة الإنجليزية في ماليزيا للطلاب الجدد؟,الأفضل هو الذهاب إلى كوالالمبور، حيث توجد معاهد كثيرة والناس تتحدث الإنجليزية بشكل أفضل.,"['معهد لغة', 'ماليزيا', 'كوالالمبور']",2024-08-13
استفسارات حول الماتركل كارد,Other,من أين يمكنني الحصول على بدل فاقد للماتركل كارد؟,يمكنك الذهاب إلى المكان المحدد عبر الرابط المقدم: https://maps.app.goo.gl/wHG61mZVudWYDaj9A.,"['الماتركل كارد', 'بدل فاقد', 'إجراءات']",2024-08-15
Transcript Request Process,Academic,هل يجب إرسال بريد إلكتروني إلى AMD فقط للحصول على Transcript أم يتطلب إجراءات أخرى؟,يمكنك طلب السجل الأكاديمي مباشرة من نظام AMD. بعد التقديم، عادةً ما يستغرق الأمر 5 أيام عمل لإصداره.,"['Transcript', 'طلب سجل أكاديمي', 'AMD']",2024-08-16
Visa Application Requirements,Visa/Immigration,أعطيهم نتائج وحضور الفاونديشن أو السمستر الأول لتجديد الفيزا؟,أعطيهم نتائج وحضور الفاونديشن.,"['تجديد الفيزا', 'نتائج', 'حضور']",2024-08-23
Best University for Renewable Energy,Academic,ايش أفضل جامعة في ماليزيا في مجال الطاقة المتجددة؟,Uniten من أقوى الجامعات في ماليزيا في مجال الكهرباء بشكل عام.,"['أفضل جامعة', 'طاقة متجددة', 'ماليزيا']",2024-08-22
PayHub Payment for Visa Renewal,Visa/Immigration,كيف الطريقة في موقع payhub لدفع تجديد الفيزا؟,"عند الدخول للموقع، اختَر الفئة المخصصة لتجديد الفيزا وادفع بشكل منفصل رسوم ""Admin fees"" و""extension student pa"".","['PayHub', 'تجديد الفيزا', 'طريقة الدفع']",2024-08-19
Obtaining a Report for Visa,Visa/Immigration,كيف يمكنني الحصول على تقرير الحضور لدعم طلب الفيزا؟,تواصل عبر البريد الإلكتروني sp-rohani@utm.my.,"['تقرير الحضور', 'طلب الفيزا', 'البريد الإلكتروني']",2024-08-20
Microsoft Office 360 Access,Academic,كيف يمكنني الحصول على نسخة من Microsoft Office 360 من الجامعة؟,تواصل مع القسم المسؤول في الجامعة للحصول على المعلومات الدقيقة حول اقتناء النسخة.,"['Microsoft Office', 'الجامعة', 'نسخة']",2024-08-25
Microsoft Office 360 Access,Academic,كيف يمكنني اقتناء نسخة Microsoft Office 360 من الجامعة؟,لا يوجد رد مباشر على هذا السؤال.,"['Microsoft Office 360', 'الجامعة']",2024-08-25
legal advice for investment scam,Other,هل يمكن لصديقي اتخاذ إجراءات قانونية بعد تعرضه للاحتيال في استثمار؟,يستطيع صديقك رفع شكوى عبر محامي ولكن قد يخسر أتعاب المحاماة. إذا كان المبلغ يستحق، يمكنه التوكل على الله ورفع قضية.,"['استثمار', 'احتيال', 'قضية', 'محامي']",2024-08-25
Master of Cyber Security Availability,Academic,هل يوجد تخصص ماجستير في الأمن السيبراني في الحرم الجامعي؟,نعم، يوجد ماجستير في الأمن السيبراني حضوري في جامعة UTM.,"['ماجستير', 'الأمن السيبراني', 'UTM']",2024-08-25
Passport Renewal Procedures,Visa/Immigration,كيف يمكنني تجديد جواز السفر في ماليزيا وما هي الإجراءات المتبعة؟,ينبغي تقديم طلب التجديد أونلاين واستلام الجواز من السفارة. هناك رسوم حوالي 150 رينجت لتجديد جواز أقل من سنة. معلومات عامة حول المتطلبات يمكن الحصول عليها من السفارة.,"['تجديد جواز السفر', 'إجراءات', 'ماليزيا']",2024-08-27
Academic Calendar Inquiry,Academic,هل أحد لديه جدول السنة الدراسية للجامعة؟,تمت مشاركة جدول السنة الدراسية.,"['جدول السنة الدراسية', 'الجامعة']",2024-08-28
Bus Station Location Inquiry,Other,ما اسم محطة الباصات القريبة من Tuna Aminah؟,اسم المحطة هو Tun Aminah Bus Station.,"['محطة الباصات', 'Tuna Aminah']",2024-08-29
Paying University Fees,Academic,هل يمكنني دفع جميع رسوم الفيزا دفعة واحدة؟,كل رسوم يجب دفعها بشكل منفصل.,"['رسوم الجامعة', 'الفيزا']",2024-08-28
Laptop Specifications for Engineering Majors,Academic,ايش اهم مواصفات اللابتوب للتخصصات الهندسية واذا فيه نوع مجرب افيدونا.,"i5 - i7, Rtx 4060, 16-32 gb of ram, 1tb of storage. طبعًا تقدر تاخذ لابتوب بمواصفات اقل ويكون شغال معاك مرتاح بس اذا حاب تاخذ حاجة لك وللزمن انصحك بحول هذه المواصفات.","['لاب توب', 'مواصفات هندسية', 'i5', 'i7', 'Rtx 4060']",2024-08-30
Special Registration Process in University,Academic,كيف نظام ال special registration، اسجل من portal ولا اروح لاوفيس الكلية؟,تسجل من ال portal ولو صار وتعطل كلم الكليه.,"['special registration', 'portal', 'التسجيل']",2024-08-30
Visa Application Process,Visa/Immigration,طريقة التقديم للفيزا الأوراق كلها جاهزة بس هل في فيديو يوضح، ولا هي طريقة سهلة عبر الموقع؟,MANUAL_STUDENT.pdf • 12 pages document omitted.,"['فيزا', 'تقديم', 'أوراق']",2024-08-31
Improving Academic English,Academic,يا شباب تعرفون دورة انقليزي مسجلة مثلا في اليوتيوب تكون علمية.. يعني تفيدني في الجامعه بشكل عام.,جرب مصادر أجنبية. شوف يا غالي، مصطلحات علمية ذي تروح جوجل وتبحث عليها كلمة كلمة.,"['دورة انقليزي', 'مصادر', 'تعليم']",2024-08-31
Handling University Termination,Academic,في واحد من الشباب جاله termination في الماجستير ايش الخطوات الي ممكن يعملها عشان يرجع للدراسه؟,كلم الادفايز حقه وسوى appeal وضبطت معاه وسوى تسجيل جديد في الجامعه.,"['termination', 'ماجستير', 'الرجوع للدراسة']",2024-08-31
Visa Inquiry for Sabah,Visa/Immigration,هل ضروري اقدم على فيزة زيارة ل Sabah؟ وهل يقبلوا الرخصة اليمنية الدولية اذا احد عنده فكرة,نعم ضروري sabah and Sarawak بالنسبه للرخصه الله اعلم,"['فيزة زيارة', 'Sabah', 'رخصة يمنية دولية']",2024-06-02
Class Attendance Requirements,Academic,ياشباب اذا كان الاتندنس تبعي 78% في ماده و كانت في ال attendance report مطلوبه هل بيكون في مشكلة؟,حاول معى الدكتور او مكتب الكلية يغيروها لك عشان ماتحصلك مشاكل.,"['attendance', 'مشكلة', 'تجديد الفيزا']",2024-06-05
International Money Transfer,Other,معي فلوس ابغى احولها من السعودية إلى ماليزيا مستعجل اسهل واسرع طريقة لو سمحتم,"Moneygram, ويسترن يونيون و Stc pay توصل لحسابك البنكي في ماليزيا.","['تحويل أموال', 'السعودية', 'ماليزيا']",2024-06-06
Hotel Recommendations in Johor,Student Life,السلام عليكم يا اخوه هل احد يعرف فندق مناسب و سعره كويس في جوهور، يوم يومين كم يطلع علي الشخص,Pulai springs resort حلو وقريب من الجامعه. يطلع عليك اليومين ب ١٣٠ او ١٤٠ لغرفة بسرير مزدوج.,"['فندق', 'جوهر', 'Pulai springs resort']",2024-06-07
Visa Requirements for Singapore,Visa/Immigration,هل يجب أن أحصل على فيزا ترانزيت أم أحتاج شيئًا عند الترانزيت في سنغافورة؟,"Passport original, Verification letter, 2 white background photo (passport size)","['visa', 'transit', 'Singapore', 'requirements']",2024-06-08
Summer Semester Availability,Academic,هل يوجد ترم صيفي في الجامعة؟,"فيه بس مش دايمًا ومش لكل المواد حسب الدكاترة الموجودين, لازم تكلم ال academic office","['summer semester', 'university', 'courses']",2024-06-09
